Customer Name,Customer #,Invoice #,Invoice Amount,Due Date,Predicted Payment Date
COST,200794332,1930844363,17211.52,2020-05-15,2020-05-16
WAL-MAR systems,200769623,1930704187,5963.21,2020-04-10,2020-04-11
WAL-MAR foundation,200769623,1930598416,35627.86,2020-03-19,2020-03-20
E&S co,100043956,1930671059,5941.7,2020-04-09,2020-04-10
C&S WH llc,200762301,1930607572,1201.25,2020-03-21,2020-03-22
ASSOCI,200755701,1930785394,12928.71,2020-05-01,2020-05-02
WAKE corp,200704858,1930665988,46915.11,2020-04-03,2020-04-04
WAL-MAR,200769623,1930715799,28517.09,2020-04-14,2020-04-15
MCL llc,200799367,1930805213,82038.38,2020-05-07,2020-05-08
WAL-M corp,140106408,2960628868,35328.14,2020-04-29,2020-05-09
KROGER trust,200748108,1930671322,71404.36,2020-04-03,2020-04-04
DEC foundation,200416837,1930858037,4330.35,2020-05-24,2020-06-21
SA associates,200759878,1930660435,14163.92,2020-04-02,2020-04-03
LOB co,140104409,2960626250,103009.59,2020-04-23,2020-04-25
COSTCO systems,140104429,2960623733,191265.45,2020-04-12,2020-04-14
AM systems,200418007,1930726688,55198.44,2020-06-05,2020-06-06
GROC systems,200915438,1930797938,15065.1,2020-05-07,2020-05-08
WAL-MAR trust,200769623,1930638654,4088.45,2020-03-27,2020-03-28
WAL-MAR in,200769623,1930880246,46694.8,2020-05-24,2020-05-25
WAL-MAR us,200769623,1930859435,56356.85,2020-05-22,2020-05-23
BJ'S  in,200726979,1930833316,892.68,2020-05-14,2020-05-15
ASSOCIAT in,200772670,1930827949,105422.93,2020-05-11,2020-04-15
WAL-MAR co,200769623,1930663823,471.56,2020-04-01,2020-04-02
BLOU systems,200727278,1930719755,78970.95,2020-04-17,2020-04-18
WAL-MAR systems,200769623,1930799576,661.11,2020-05-05,2020-05-06
SYSC us,140105686,2960618032,31670.98,2020-03-27,2020-03-29
DOT co,200705742,1930790927,4166.04,2020-05-20,2020-05-21
H E BUT us,200761734,1930798132,1704.14,2020-06-21,2020-06-22
WEIS llc,200771157,1930800404,70841.93,2020-05-03,2020-05-04
AM associates,200418007,1930842825,3118.56,2020-05-21,2020-05-22
DEC in,200416837,1930753740,2538.98,2020-04-24,2020-05-22
WAL-MAR associates,200769623,1930584359,44288.11,2020-03-15,2020-03-16
ALBERT,200407025,1930661004,47805,2020-04-02,2020-04-03
WAL-MAR corporation,200769623,1930801361,67679,2020-05-04,2020-05-05
WAL-MAR in,200769623,1930885199,661.11,2020-05-26,2020-05-27
WAL-MAR trust,200769623,1930610410,18878.02,2020-03-21,2020-03-22
WAL-MAR llc,200769623,1930747958,63790.92,2020-04-20,2020-04-21
WAL-MAR associates,200769623,1930793917,32679.96,2020-05-01,2020-05-02
WAL-MAR foundation,200769623,1930748435,61.29,2020-04-20,2020-04-21
DOLLAR,100001196,1930674419,17728.76,2020-04-09,2020-04-10
CO trust,200561861,1930705552,495.12,2020-04-10,2020-04-11
WAL-MAR foundation,200769623,1930743505,1933.76,2020-04-18,2020-04-19
WAL-MAR foundation,200769623,1930773614,15581.01,2020-04-25,2020-04-26
PUBLI co,200707822,1930760578,103401.12,2020-04-22,2020-04-23
IRA HI,200752607,1930873484,51435.34,2020-05-22,2020-05-23
KRAFT  foundation,CCCA02,1930676668,13948.2,2020-04-25,2020-04-26
WAL-MAR,200769623,1930698817,18492.88,2020-04-11,2020-04-12
WAL-MAR us,200769623,1930583164,2373.96,2020-03-14,2020-03-15
WINC us,200706844,1930708192,8843.32,2020-04-15,2020-04-16
WAL-MAR co,200769623,1930691882,25803.5,2020-04-08,2020-04-09
WOODM foundation,200720238,1930568868,53148.63,2020-03-13,2020-03-14
DELHAIZE co,100031704,1930731209,43968.13,2020-04-18,2020-04-19
WAL-MAR corporation,200769623,1930832940,5684.16,2020-05-12,2020-05-13
WAL-MAR systems,200769623,1930832315,64.73,2020-05-13,2020-05-14
JRD co,200781803,1930727224,26391.53,2020-04-16,2020-04-17
BJ'S  foundation,200726979,1930829255,132.97,2020-05-10,2020-05-11
KROGE trust,200776463,1930617028,2382.55,2020-03-21,2020-03-22
LOB corp,140104409,2960617726,53776.01,2020-03-09,2020-03-11
LOB co,140104409,2960625269,82890.72,2020-04-19,2020-04-21
TARG trust,200744019,1930633797,91431.75,2020-03-25,2020-03-26
H E BUT,200761734,1930649255,83347.59,2020-03-29,2020-03-30
ROU,200790107,1930671734,120637.06,2020-04-03,2020-04-04
C&S WH foundation,200762301,1930599213,14051.32,2020-03-20,2020-03-21
PUBLI,200707822,1930751345,91478.32,2020-04-20,2020-04-21
BJ'S  associates,200726979,1930624095,280.6,2020-03-25,2020-03-26
JET llc,200152991,1930706797,461.52,2020-04-15,2020-04-16
WAL-MAR corp,200769623,1930654340,15305.06,2020-04-02,2020-04-03
C&S WH us,200762301,1930717265,23694.74,2020-04-13,2020-04-14
WAL-MAR llc,200769623,1930883945,9820.78,2020-05-25,2020-05-26
WAL-MAR trust,200769623,1930848496,35936.15,2020-05-16,2020-05-17
GORDON F foundation,140105847,2960629665,6004.25,2020-05-09,2020-05-11
KING S foundation,200707005,1930798250,43853.16,2020-04-23,2020-04-24
WAL-MAR,200769623,1930682630,1788.79,2020-04-06,2020-04-07
DOT corp,200705742,1930712200,61113.7,2020-04-11,2020-04-12
WEGMAN trust,200711029,1930753425,15829.12,2020-04-24,2020-04-25
DOLLA systems,200148860,1930731642,72284.57,2020-04-17,2020-04-18
KROGER llc,200752302,1930832942,119340.96,2020-05-13,2020-05-14
MCL foundation,200799367,1930683289,8449.95,2020-04-11,2020-04-12
COST foundation,200794332,1930814917,74852.41,2020-05-08,2020-05-09
COSTCO in,140104429,2960625749,17782.97,2020-04-19,2020-04-21
BJ'S,200726979,1930800367,107.26,2020-05-03,2020-05-04
FAMILY corp,200786288,1930744819,12979.74,2020-04-20,2020-04-21
WEGMAN us,200711029,1930861813,42916.28,2020-05-20,2020-05-21
WAL-MAR corp,200769623,1930883214,1322.24,2020-05-24,2020-05-25
TARG trust,200744019,1930727897,132139.12,2020-04-17,2020-04-18
KROGER systems,200793513,1930706721,94943.68,2020-04-10,2020-04-11
MERRID,100044037,1930862158,21546.27,2020-05-20,2020-05-21
KRAFT,CCCA02,1930665802,25446.8,2020-04-23,2020-04-24
SYSCO F trust,200718130,1930672923,2119.33,2020-04-03,2020-04-04
WAL-MAR,200769623,1930796394,355.93,2020-05-03,2020-05-04
FAMILY llc,200786288,1930583387,94676.57,2020-03-17,2020-03-18
ASSOCIAT corp,200772670,1930708806,64719.48,2020-04-10,2020-03-15
MCL co,200799367,1930822846,36360.13,2020-05-10,2020-05-11
WAL-MAR corp,200769623,1930673871,10774.45,2020-04-05,2020-04-06
WAL-MAR foundation,200769623,1930782950,33262.07,2020-04-30,2020-05-01
WAL-MAR foundation,200769623,1930611229,6063.16,2020-03-21,2020-03-22
WAL-MAR corporation,200769623,1930584338,4375.86,2020-03-16,2020-03-17
WAL-M foundation,140106408,2960619198,6144.03,2020-03-25,2020-03-27
BJ'S  associates,200726979,1930801199,126.92,2020-05-05,2020-05-06
WAL-MAR trust,200769623,1930707388,1898.2,2020-04-10,2020-04-11
WAL-MAR,200769623,1930581323,48908.52,2020-03-14,2020-03-15
BJ'S,200726979,1930716802,442.52,2020-04-13,2020-04-14
DEMOU us,200793088,1930753232,15779.17,2020-04-24,2020-04-25
DEC us,200416837,1930839294,14068.08,2020-04-11,2020-05-09
DOLLA corp,200148860,1930775555,32538.24,2020-04-26,2020-04-27
TARG systems,200744019,1930655149,63596.57,2020-04-01,2020-04-02
WAL-MAR co,200769623,1930583835,3797.1,2020-03-16,2020-03-17
DELHAIZE us,100031704,1930747630,728.78,2020-06-09,2020-06-10
AM corp,200418007,1930597886,5746.05,2020-03-21,2020-03-22
SA foundation,200729942,1930859094,32368.35,2020-05-19,2020-05-20
DECA us,200230690,1930599819,2406.07,2020-03-08,2020-04-05
WAL-MAR in,200769623,1930723783,55234.52,2020-04-16,2020-04-17
WAL-MAR trust,200769623,1930793531,5311.69,2020-05-01,2020-05-02
KRAFT  foundation,CCCA02,1930666236,14151.51,2020-04-22,2020-04-23
BJ'S  foundation,200726979,1930854843,1968.67,2020-05-19,2020-05-20
GREC corporation,200769072,1930566485,1910.41,2020-03-17,2020-03-18
KROG co,200029010,1930720400,97899.28,2020-04-13,2020-04-14
C&S WH us,200762301,1930762381,48901.87,2020-04-24,2020-04-25
BJ'S,200726979,1930808781,47591.66,2020-05-06,2020-05-07
WAL-MAR foundation,200769623,1930796695,22364.76,2020-05-03,2020-05-04
WALG systems,200712105,1930706072,126533,2020-04-10,2020-04-11
SYGMA corp,200782669,1930619368,16784.74,2020-03-22,2020-03-23
AM trust,200418007,1930719099,472.66,2020-04-17,2020-04-18
COSTCO foundation,140104429,2960630289,58278.83,2020-05-15,2020-05-17
SO foundation,140104440,2960630125,168630.98,2020-05-02,2020-05-04
ALBERT foundation,200920735,1930777197,59308.69,2020-04-28,2020-04-29
PUBLI co,200707822,1930874876,84669.13,2020-05-22,2020-05-23
COSTCO foundation,200886415,1930650610,11111.76,2020-04-02,2020-04-03
WAL-MAR corporation,200769623,1930708160,14375.75,2020-04-13,2020-04-14
LOB trust,140104409,2960624914,126779.25,2020-04-18,2020-04-20
WAL-MAR systems,200769623,1930814609,34370.39,2020-05-09,2020-05-10
DECA us,200230690,1930804366,65.28,2020-04-23,2020-05-21
WAL-MAR foundation,200769623,1930659980,8738.82,2020-04-01,2020-04-02
WAL-MAR co,200769623,1930660412,14791.32,2020-04-01,2020-04-02
WAL-MAR in,200769623,1930687110,61203.08,2020-04-06,2020-04-07
SYSCO trust,200900909,1930657326,14367.14,2020-03-31,2020-04-01
SA llc,200759878,1930842586,68937.74,2020-05-15,2020-05-16
WAL-MAR llc,200769623,1930708197,15600.4,2020-04-12,2020-04-13
WAL-MAR co,200769623,1930788615,40841.01,2020-04-30,2020-05-01
WAL-MAR associates,200769623,1930830166,5219.35,2020-05-13,2020-05-14
WEGMAN,200711029,1930711274,73377.82,2020-04-11,2020-04-12
WAL-MAR systems,200769623,1930705511,7005.42,2020-04-11,2020-04-12
BOZZU corp,200779906,1930785586,55801.24,2020-04-29,2020-04-30
BJ'S,200726979,1930793223,960.9,2020-05-01,2020-05-02
COST,200794332,1930716230,19592.11,2020-04-14,2020-04-15
ROU corp,200790107,1930756714,17822.11,2020-04-22,2020-04-23
WAL-MAR,200769623,1930781744,15371.32,2020-04-29,2020-04-30
WAL-MAR trust,200769623,1930826686,11957.93,2020-05-12,2020-05-13
ASSOCIAT corporation,200772670,1930831585,3267.11,2020-05-13,2020-04-17
WAL-MAR,200769623,1930719855,1611.62,2020-04-15,2020-04-16
KRAFT F systems,CCU013,1930599059,3698.2,2020-03-04,2020-03-02
WAL-MAR trust,200769623,1930845846,16108.12,2020-05-17,2020-05-18
WAL-MAR llc,200769623,1930717579,3512.71,2020-04-14,2020-04-15
WAL-MAR trust,200769623,1930846706,15768.6,2020-05-18,2020-05-19
BJ'S  corporation,200726979,1930842591,681.19,2020-05-15,2020-05-16
ALBER trust,200750051,1930672908,68664.68,2020-04-03,2020-04-04
WAL-MAR associates,200769623,1930670208,16372.29,2020-04-03,2020-04-04
HAR llc,200762950,1930820104,46667.58,2020-05-09,2020-05-10
BJ'S  foundation,200726979,1930709971,760.16,2020-04-11,2020-04-12
CUSTOM us,200847305,1930653270,58713.75,2020-03-28,2020-03-29
WAL-M llc,140106408,2960623744,5304.14,2020-04-04,2020-04-06
BJ'S  systems,200726979,1930629744,746.31,2020-03-22,2020-03-23
WAL-MAR in,200769623,1930738910,661.11,2020-04-18,2020-04-19
SAVE-ON- corporation,140104225,2960622135,103961.28,2020-03-29,2020-04-08
BURR corp,200555117,1930738751,58553.79,2020-04-18,2020-04-19
WAL-MAR trust,200769623,1930839753,15267.02,2020-05-16,2020-05-17
WALG us,200712105,1930774579,9652.6,2020-04-25,2020-04-26
SO corp,140104440,2960628741,71765.03,2020-04-25,2020-04-27
BJ'S  associates,200726979,1930829276,91.06,2020-05-10,2020-05-11
JETR trust,200705089,1930622355,2400.26,2020-05-14,2020-05-15
REDNE co,200721530,1930635737,55331.64,2020-03-25,2020-03-26
WAL-MAR us,200769623,1930624975,1505.37,2020-03-25,2020-03-26
COST in,200794332,1930684556,59899.52,2020-04-08,2020-04-09
SA associates,200759878,1930837574,29792.05,2020-05-18,2020-05-19
SAFEW associates,200772595,1930809923,72972.53,2020-05-06,2020-05-07
WAL-MAR systems,200769623,1930828806,63936.23,2020-05-12,2020-05-13
WAL-MAR systems,200769623,1930831212,40724.75,2020-05-13,2020-05-14
BUR llc,200982294,1930699773,27278.41,2020-04-15,2020-04-16
WAL-MAR trust,200769623,1930693567,35753.55,2020-04-10,2020-04-11
WAL-MAR corp,200769623,1930886278,943.12,2020-05-23,2020-05-24
WAL-MAR trust,200769623,1930844065,16199.39,2020-05-16,2020-05-17
WAL-MAR corporation,200769623,1930857866,1398.68,2020-05-21,2020-05-22
TARG,200744019,1930688792,15652.58,2020-04-08,2020-04-09
C&S WH systems,200762301,1930660973,25828.51,2020-04-02,2020-04-03
WAKE in,200704858,1930770799,42693.2,2020-04-25,2020-04-26
BI co,100015557,1930838554,15262.77,2020-05-14,2020-05-15
KROG,200609331,1930577750,14865.26,2020-03-13,2020-03-14
C&S WH us,200762301,1930661122,7461.29,2020-04-01,2020-04-02
SA systems,200759878,1930671024,46032.7,2020-04-03,2020-04-04
ASSOCIAT us,200772670,1930844295,7783,2020-05-15,2020-04-19
KEHE  corporation,200760666,1930861531,4946.27,2020-05-27,2020-05-28
WAL-MAR corp,200769623,1930747234,4195.25,2020-04-19,2020-04-20
COSTCO foundation,140104429,2960630929,51004.12,2020-05-09,2020-05-11
DEC systems,200020431,1930600146,1897.67,2020-03-24,2020-04-21
DI systems,200769369,1930583605,24758.84,2020-03-15,2020-03-16
BJ'S  associates,200726979,1930774626,1372.53,2020-04-25,2020-04-26
KROGER llc,200793513,1930705546,17283.5,2020-04-10,2020-04-11
WAL-MAR us,200769623,1930692601,1898.9,2020-04-08,2020-04-09
WAL-MAR foundation,200769623,1930745685,13283.06,2020-04-19,2020-04-20
TARG in,200744019,1930698737,58913.59,2020-04-10,2020-04-11
C&S WH llc,200762301,1930723838,19153.97,2020-04-14,2020-04-15
WAKE foundation,200704858,1930729953,74629.35,2020-04-17,2020-04-18
BJ'S,200726979,1930589360,500.65,2020-03-17,2020-03-18
DECA foundation,200230690,1930858046,33.24,2020-05-24,2020-06-21
WAL-MAR llc,200769623,1930801148,996.04,2020-05-05,2020-05-06
WAL-MAR,200769623,1930818492,31122.99,2020-05-08,2020-05-09
WAL-M corp,140106408,2960626159,7761.62,2020-04-12,2020-04-14
M  corporation,200424504,1930687250,28074.88,2020-04-15,2020-04-16
MEIJ systems,200780383,1930644067,131264.51,2020-03-28,2020-03-29
SA co,200759878,1930717012,53977.48,2020-04-13,2020-04-14
DEC us,200416837,1930745783,3452.29,2020-04-11,2020-05-09
KRAS in,200770677,1930725041,81522.52,2020-04-16,2020-04-17
WAL-MAR llc,200769623,1930729030,4346.61,2020-04-17,2020-04-18
SUPE foundation,200936373,1930714211,1468.37,2020-04-14,2020-04-15
WAL-M,140106408,2960626835,2799.23,2020-04-17,2020-04-19
SHARP S llc,200719526,1930828246,960,2020-05-13,2020-05-14
SPAR corporation,200712187,1930857506,36944.78,2020-05-19,2020-05-20
WAL-MAR corp,200769623,1930726124,38427.3,2020-04-16,2020-04-17
COST associates,200794332,1930623344,47634.03,2020-03-25,2020-03-26
WALLA llc,140104277,2960619856,9102.41,2020-03-23,2020-03-25
WAL-MAR corporation,200769623,1930611435,24075.6,2020-03-22,2020-03-23
WAL-MAR us,200769623,1930849277,30419.91,2020-05-18,2020-05-19
WAL-MAR corporation,200769623,1930665663,6425.87,2020-04-03,2020-04-04
ALBERT trust,200920735,1930818438,121649.09,2020-05-08,2020-05-09
WAL-MAR llc,200769623,1930810994,70874.68,2020-05-11,2020-05-12
LOB systems,140104409,2960627419,181349.24,2020-04-19,2020-04-21
BJ'S  us,200726979,1930862646,131517.07,2020-05-22,2020-05-23
DOLLAR co,100001196,1930803633,19941.57,2020-05-07,2020-05-08
LOB in,140104409,2960617875,87502.95,2020-03-14,2020-03-16
WAL-MAR,200769623,1930860706,5318.59,2020-05-21,2020-05-22
WAL-MAR us,200769623,1930803578,16089.7,2020-05-06,2020-05-07
WAL-MAR corp,200769623,1930739083,44417.94,2020-04-19,2020-04-20
TARG associates,200744019,1930689598,13344.91,2020-04-08,2020-04-09
AM,200418007,1930732529,1903.89,2020-04-23,2020-04-24
COST associates,200794332,1930582126,6384.13,2020-03-17,2020-03-18
WAL-MAR us,200769623,1930690782,50214.21,2020-04-07,2020-04-08
MEIJ co,200780383,1930752263,141291.89,2020-04-21,2020-04-22
MEIJ,200780383,1930724554,68606.53,2020-04-14,2020-04-15
WAL-M llc,140106408,2960619570,20323.54,2020-03-26,2020-03-28
SA us,200759878,1930779355,1767.07,2020-04-27,2020-04-28
KROGER trust,200743123,1930855141,115046.84,2020-05-19,2020-05-20
99 CE us,100012638,1930838829,56129.05,2020-05-15,2020-05-16
WAL-MAR foundation,200769623,1930662045,2373.96,2020-04-03,2020-04-04
TARG corp,200744019,1930796854,7900.26,2020-05-02,2020-05-03
DEC llc,200020431,1930698751,132.96,2020-04-08,2020-05-06
WINC corporation,200706844,1930783316,42289.33,2020-04-30,2020-05-01
WAL-MAR associates,200769623,1930714481,1065.66,2020-04-11,2020-04-12
BJ'S  trust,200726979,1930578780,63.46,2020-03-13,2020-03-14
PUBLI foundation,200707822,1930661927,8971.78,2020-04-01,2020-04-02
GO llc,200721222,1930859502,51490.41,2020-05-21,2020-05-22
MERCH systems,200796637,1930820859,21867.29,2020-05-09,2020-05-10
TARG llc,200744019,1930817134,1856.18,2020-05-08,2020-05-09
WAL-MAR associates,200769623,1930647414,46297.76,2020-03-27,2020-03-28
WAL-MAR associates,200769623,1930752281,9767.01,2020-04-21,2020-04-22
TARG corporation,200744019,1930730635,14718.99,2020-04-18,2020-04-19
PUBLI us,200707822,1930610984,20495.64,2020-03-20,2020-03-21
KROGER corporation,200748108,1930829772,5293.52,2020-05-12,2020-05-13
M B,200741174,1930611254,23664,2020-03-31,2020-04-01
C&S WH co,200762301,1930787647,130413.86,2020-04-29,2020-04-30
MDV/ co,200792734,1930759556,44441.05,2020-04-23,2020-04-24
WAL-MAR foundation,200769623,1930830748,5745.73,2020-05-13,2020-05-14
BRENH co,200758531,1930690052,34972.28,2020-04-08,2020-04-09
EBER us,140106421,2960619862,13691.01,2020-03-29,2020-03-31
H E BUT systems,200761734,1930710401,46926.63,2020-04-12,2020-04-13
WAL-MAR corporation,200769623,1930619803,14876.43,2020-03-24,2020-03-25
WAL-MAR foundation,200769623,1930758938,7434.57,2020-04-24,2020-04-25
WAL-MAR corporation,200769623,1930745484,3227.43,2020-04-21,2020-04-22
GREA foundation,200984794,1930627684,5295.95,2020-05-14,2020-05-15
WAL-M corp,140106408,2960625671,82655.78,2020-04-12,2020-04-14
PUBLI associates,200707822,1930581400,80394.12,2020-03-13,2020-03-14
TARG in,200744019,1930780537,2730.32,2020-04-29,2020-04-30
WAL-MAR corporation,200769623,1930800408,29241,2020-05-02,2020-05-03
WAL-MAR trust,200769623,1930671558,35408.2,2020-04-04,2020-04-05
ASSOCIAT corp,200772670,1930745005,63427.29,2020-04-18,2020-03-23
AM corporation,200418007,1930723100,3147.48,2020-06-08,2020-06-09
WAL-MAR trust,200769623,1930819564,4627.64,2020-05-09,2020-05-10
WAL-MAR,200769623,1930580009,16888.55,2020-03-15,2020-03-16
LOB systems,140104409,2960632760,15730.8,2020-05-18,2020-05-20
TARG in,200744019,1930641703,14605.41,2020-05-16,2020-05-17
KRAFT  corporation,CCU001,2960622220,25468.67,2020-04-27,2020-05-07
DEC systems,200416837,1930810570,6372.68,2020-05-09,2020-06-06
ALBERT trust,200920735,1930748560,79781.53,2020-04-21,2020-04-22
HAR us,200762950,1930766413,47436.89,2020-04-25,2020-04-26
WAL-MAR trust,200769623,1930645100,41533.92,2020-03-27,2020-03-28
WAL-MAR foundation,200769623,1930822303,35617.23,2020-05-10,2020-05-11
WAL-MAR llc,200769623,1930619433,42892.55,2020-03-22,2020-03-23
US,200797452,1930829476,3028.01,2020-05-12,2020-05-13
DEMOU foundation,200793088,1930611739,19528.33,2020-03-25,2020-03-26
ASSOCIAT corp,200772670,1930781890,2690.43,2020-04-28,2020-04-02
DECA associates,200353024,1930690303,1318.36,2020-04-08,2020-05-06
KWI co,200315290,1930829580,41246.59,2020-05-13,2020-05-14
COSTCO,140104429,2960617765,763.21,2020-03-12,2020-03-14
RESTA trust,200974851,1930601537,9706.21,2020-03-20,2020-03-21
GROC,200915438,1930759090,8343,2020-04-26,2020-04-27
REINHA llc,200756072,1930577695,25784.36,2020-03-14,2020-03-15
RESTA corp,200974851,1930732175,6924.66,2020-04-16,2020-04-17
AL systems,200739006,1930769067,33559.23,2020-04-25,2020-04-26
WAL-MAR corporation,200769623,1930673367,11349.33,2020-04-05,2020-04-06
LOB corporation,140104409,2960631747,50673.86,2020-05-18,2020-05-20
KING S in,200707005,1930760749,119731.18,2020-04-25,2020-04-26
AM us,200418007,1930654314,672,2020-05-22,2020-05-23
SI llc,100032278,1930689626,5261.4,2020-04-07,2020-04-08
BJ'S  corporation,200726979,1930664904,535.67,2020-04-01,2020-04-02
OLLIE,200076137,1930622898,37411,2020-03-25,2020-03-26
H E BUT in,200761734,1930641393,36494.31,2020-03-27,2020-03-28
RESTAU,200865666,1930673294,1617.73,2020-04-08,2020-04-09
BUY- in,140104285,2960628520,7183.23,2020-05-02,2020-05-04
THE  foundation,140106181,2960618559,16740,2020-03-15,2020-03-25
WAL-MAR corporation,200769623,1930747244,22197.52,2020-04-19,2020-04-20
WAL-MAR us,200769623,1930654388,34415.11,2020-03-31,2020-04-01
WAL-MAR associates,200769623,1930729733,426.66,2020-04-17,2020-04-18
WAL-MAR corp,200769623,1930756465,14011.56,2020-04-24,2020-04-25
WAL-MAR corp,200769623,1930827480,3983.68,2020-05-13,2020-05-14
WAL-MAR corp,200769623,1930739291,16223.88,2020-04-20,2020-04-21
TIMES in,200458131,1930582070,4752.44,2020-03-21,2020-03-22
